county_fips,event_id,incidentBeginDate,incidentEndDate,incidentType,declaration_numbers,declaration_count,source_record_count,event_key_method,year
01001,incident:2011042505,2011-04-15 00:00:00+00:00,2011-05-31 00:00:00+00:00,Severe Storm,1971; 3319,2,2,official_incident_id,2011
45031,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45033,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45033,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45033,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45033,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45033,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45033,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45033,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45033,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45033,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45035,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45035,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45035,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45035,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45035,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45035,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45035,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45035,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45035,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45037,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45037,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45037,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45037,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45037,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45039,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45039,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45039,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45039,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45039,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45041,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45041,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45041,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45041,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45041,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45041,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45041,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45041,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45043,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45043,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45043,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45043,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45043,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45043,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45043,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45043,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45043,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45045,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45045,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45045,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45045,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45045,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45045,incident:2026012101,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,Winter Storm,3632; 4908,2,2,official_incident_id,2026
45047,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45047,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45047,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45047,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45047,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45049,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45049,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45049,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45049,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45049,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45049,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45049,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45051,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45051,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45051,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45051,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45051,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45051,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45051,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45051,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45051,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45053,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45053,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45053,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45053,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45053,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45053,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45053,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45053,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45055,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45055,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45055,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45055,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45055,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45055,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45057,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45057,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45057,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45057,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45057,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45057,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45059,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45059,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45059,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45059,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45059,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45061,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45061,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45061,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45061,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45061,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45063,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45063,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45063,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45063,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45063,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45063,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45065,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45065,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45065,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45065,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45065,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45067,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45067,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45067,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45067,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45067,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45067,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45067,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45067,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45069,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45069,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45069,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45069,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45069,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45069,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45071,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45071,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45071,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45071,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45071,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45073,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45073,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45073,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45073,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45073,incident:2026012101,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,Winter Storm,3632; 4908,2,2,official_incident_id,2026
45075,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45075,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45075,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45075,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45075,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45075,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45075,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45075,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45075,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45077,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45077,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45077,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45077,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45077,incident:2026012101,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,Winter Storm,3632; 4908,2,2,official_incident_id,2026
45079,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45079,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45079,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45079,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45079,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45079,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45081,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45081,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45081,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45081,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45081,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45081,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45083,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45083,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45083,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45083,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45083,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45085,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45085,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45085,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45085,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45085,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45085,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45085,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45087,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45087,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
45087,incident:2022092201,2022-09-25 00:00:00+00:00,2022-10-04 00:00:00+00:00,Hurricane,3585; 4677,2,2,official_incident_id,2022
45087,incident:2024072801,2024-08-04 00:00:00+00:00,2024-08-22 00:00:00+00:00,Tropical Storm,3606; 4835,2,2,official_incident_id,2024
45087,incident:2024092301,2024-09-25 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3619; 4829,2,2,official_incident_id,2024
45089,incident:2014020901,2014-02-10 00:00:00+00:00,2014-02-19 00:00:00+00:00,Severe Ice Storm,3369; 4166,2,2,official_incident_id,2014
45089,incident:2015093001,2015-10-01 00:00:00+00:00,2015-10-23 00:00:00+00:00,Flood; Severe Storm,3373; 4241,2,2,official_incident_id,2015
45089,incident:2016092802,2016-10-04 00:00:00+00:00,2016-10-30 00:00:00+00:00,Hurricane,3378; 4286,2,2,official_incident_id,2016
45089,incident:2017083101,2017-09-06 00:00:00+00:00,2017-09-13 00:00:00+00:00,Hurricane,3386; 4346,2,2,official_incident_id,2017
45089,incident:2018090602,2018-09-08 00:00:00+00:00,2018-10-08 00:00:00+00:00,Hurricane,3400; 4394,2,2,official_incident_id,2018
45089,incident:2019082401,2019-08-31 00:00:00+00:00,2019-09-06 00:00:00+00:00,Hurricane,3421; 4464,2,2,official_incident_id,2019
45089,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3470; 4492,2,2,official_incident_id,2020
